Bill No.,Session,Base URL w/o Bill ID,Session Appendage,Billnoappendage,Concat URL,URL to Bill Text,Hyperlink,Topic,Tags (No Code Ranges),Function,Code,Section,Bill Section,Code Division,Bill Section (With iterations),Date added to this list (thoroughness check),Checked for extra sections?,,,Special notes:
AB 215,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB215,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB215,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB215,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Requires public comment for housing elements, gives the Department of Housing and Community Development (HCD) more tools for enforcement of housing element laws",Government,§ 65585,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66315",1/1.5,,Y,,,
AB 2162,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB2162,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB2162,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB2162,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Streamlines approval for supportive housing projects/includes Affirmatively Furthering Fair Housing (AFFH),Government,§ 65583,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66323",2/2.5,8/3/22,Y,,,
AB 2234,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Enforces time limits for review of postentitlement permit applications,Government,§ 65589.5,1,,1,11/28/22,Y,,,
AB 2339,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2339,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2339,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2339,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Adds requirements to plan for emergency shelters. Removes some limitations on emergency shelters,Government,§ 65583,1,,1,,Y,,,
AB 2653,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2653,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2653,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2653,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Allows the Department of Housing and Community Development (HCD) to report localities to the Attorney General for violating the new provisions of the bill,Government,§ 65585,2,,"2,2.1,2.2,2.3",,Y,,,
AB 3194,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB3194,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB3194,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB3194,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Says projects compliant with general plan objective criteria don't need to comply with zoning if the zoning is incompatible with the general plan,Government,§ 65589.5,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66319",1,,Y,,,
AB 671,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB671,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB671,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB671,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires local governments to plan for and incentivize Accessory Dwelling Units (ADUs) in their Housing Elements. Asks the Department of Housing and Community Development (HCD) to develop a list of state grants and incentives.,Government,§ 65583,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66307",1/1.5,,Y,,,
AB 686,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB686,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB686,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB686,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Specifies how housing elements must include information about Affirmatively Furthering Fair Housing (AFFH),Government,§ 65583,2,,2/2.5,8/4/22,Y,,,
AB 686,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB686,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB686,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB686,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires a housing element's inventory of land to be consistent with Affirmatively Furthering Fair Housing (AFFH),Government,§ 65583.2,3,,3/3.5/4/4.5,8/4/22,Y,,,
AB 72,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB72,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB72,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB72,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires the Department of Housing and Community Development (HCD) to review inconsistent actions and notify the Attorney General (AG).,Government,§ 65585,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66313",1,,Y,,,
AB 725,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB725,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB725,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB725,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires cities to zone a minimum of 25% of their land for fourplexes or above.,Government,§ 65583.2,2 & 3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66309",2/3,,Y,,,
AB 73,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB73,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB73,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB73,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Technical: makes a few small code reference adjustments,Government,§ 65582.1,1,,1/1.5,8/4/22,Y,,,
AB 879,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB879,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB879,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB879,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Requires housing element analyses of constraints on housing to include local ordinances, permit requests for lower density projects and timelines/outcomes, and local measures taken to reduce nongovernmental constraints.",Government,§ 65583,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66306",2/2.5,,Y,,,
SB 167,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB167,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB167,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB167,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Strengthens housing accountability act, limits when cities can refuse projects, imposes fines",Government,§ 65589.5,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66317",1,,Y,,,
SB 330,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Puts limits on when localities can deny permits for low-income housing developments, related Regional Housing Needs Allocation (RHNA) targets ",Government,§ 65589.5,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66320",3,,Y,,,
SB 35,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB35,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB35,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB35,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Adds statutory reference to 65913.4,Government,§ 65582.1,2,,2/2.5,8/4/22,Y,,,
SB 478,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Permits the Attorney General (AG) to bring enforcement actions.,Government,§ 65585,2,,2/2.5,8/4/22,Y,,,
SB 6,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB6,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Reestablishes expedited California Environmental Quality Act (CEQA) review for some projects,Government,§ 65583.3,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66311",2,,Y,,,
SB 8,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Extends some limitations to 2030. Allows projects to be subject to rules enacted after approval if construction has not begun in 2.5 years,Government,§ 65589.5,1,,1,8/4/22,Y,,,
SB 828,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Adds policy goals to the Regional Housing Needs Allocation (RHNA) process, including environmental and fair housing goals.",Government,§ 65584,1,,1/1.5,,Y,,,
SB 828,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Changes the Regional Housing Needs Allocation (RHNA) process,Government,§ 65584.01,2,,2/2.3/2.5/2.7,8/4/22,Y,,,
SB 828,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB828,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Limits reasons to reduce unit allocation,Government,§ 65584.04,3,,3/3.3/3.5/3.7,8/4/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing First and Coordinating Council - § 8255-8257.2,Housing First and Coordinating Council ,"Establishes requirements for ""recovery housing"" funding",Welfare and Institutions,§ 8256,28,,28,7/30/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,Housing First and Coordinating Council - § 8255-8257.2,Housing First and Coordinating Council ,Requires state agencies to provide each other data on homelessness,Welfare and Institutions,§ 8257.2,28,,28,8/2/22,Y,,,
AB 73,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB73,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB73,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB73,Bill Text,Housing Sustainability Districts - § 66200 - 66210,Housing Sustainability Districts ,"Allows cities to create a housing sustainability district, streamlines review",Government,§ 66200-66210,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66361",2,,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,Infill Infrastructure Grant Program of 2009  § 53559-53559.5,Infill Infrastructure Grant Program of 2009   ,Extends the Infill Infrastructure Grant program of 2019 until 2026 (instead of 2023),Health and Safety,§ 53559,24,,24,8/1/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,Infill Infrastructure Grant Program of 2009  § 53559-53559.5,Infill Infrastructure Grant Program of 2010,Allocates funds to the Infill Infrastructure Grant program,Health and Safety,§ 53559.3,25,,25,8/1/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Infill Infrastructure Grant Program of 2009  § 53559-53559.5,Infill Infrastructure Grant Program of 2011,Establishes the Infill Infrastructure Grant program of 2019,Health and Safety,§ 53559,20,,20,7/30/22,Y,,,
AB 879,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB879,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB879,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB879,Bill Text,Local Planning - § 65100 - 65763,Local Planning ,Requires charter cities to submit status reports on housing element goals,Government,§ 65700,3,,3,8/4/22,Y,,,
SB 1333,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB1333,Bill Text,Local Planning - § 65100 - 65763,Local Planning ,Applies code sections to charter cities,Government,§ 65700,3,,3,8/4/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Low Barrier Navigation Centers - § 65660 - 65668,Low Barrier Navigation Centers ,"Makes homeless ""navigation"" centers by-right developments and exempts them from the California Environmental Quality Act (CEQA).",Government,"§ 65660,2,4,6,8",7,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66324",7,,Y,,,
AB 1743,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1743,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1743,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1743,Bill Text,Mello-Roos Community Facilities Act - § 53311-53368.3,Mello-Roos Community Facilities Act ,Exempts affordable housing projects from Mello-Roos special taxes,Government,§ 53340,1,,1,8/3/22,Y,,,
SB 6,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB6,Bill Text,Middle Class Housing Act of 2022 - § 65852.24,Middle Class Housing Act of 2022 ,Allows expedited approvals of certain housing developments on underused commercial properties such as strip malls and shopping malls.,Government,§ 65852.24,1,,1,11/28/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Mobile Home Parks Act - § 18200-18700,Mobile Home Parks Act ,Clarifies land is not to be classified a mobilehome park because of a rented Accessory Dwelling Unit (ADU),Health and Safety,§ 18214,12,,12,8/3/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Mobile Homes - § 798-799.11,Mobile Homes ,Requires longer notice for evictions of mobile home residents due to changing use of the park,Civil,§ 798.56,2 & 3,,2/3,8/2/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Mortgage Liens - § 2920-2967,Mortgage Liens ,Gives mortgage protections to small landlords whose tenants could not pay due to COVID 19,Civil,§ 2924.15,4 & 5,,4/5,8/2/22,Y,,,
SB 744,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB744,Bill Text,No Place Like Home Projects - § 21163 - 21163.4,No Place Like Home Projects ,"Streamlines California Environmental Quality Act (CEQA) approval for ""no place like home"" projects",Public Resources,§ 21163-21163.4,5,Division 13.5: Environmental Quality - § 21000-21189.70.11,5,,Y,,,
SB 591,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB591,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB591,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB591,Bill Text,Personal Rights - § 43-53.7,Personal Rights ,Establishes requirements for intergenerational housing developments,Civil,§ 51.3.5,3,,3,8/4/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Property Use - § 4700 - 4753,Property Use ,Specifies how Common Interest Developments must remove restrictive covenants preventing renting,Civil,§ 4741,6,,6,8/2/22,Y,,,
AB 670,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB670,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB670,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB670,Bill Text,Property Use - § 4700 - 4753,Property Use ,Prevents Homeowners Associations (HOAs) and other entities from restricting Accessory Dwelling Units (ADUs),Civil,§ 4751,2,"Division 4, Part 5, Chapter 5, Property Use and Maintenance -  § 4700 - 4754",2,,Y,,,
SB 478,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,Bill Text,Property Use - § 4700 - 4753,Property Use ,Makes covenants/deed restrictions unenforceable if they include certain Floor Area Ratio standards. ,Civil,§ 4747,1,"Division 4, Part 5, Chapter 5, Property Use and Maintenance -  § 4700 - 4753",1,,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,Public Housing Election Implementation Law - § 37000-37002,Public Housing Election Implementation Law ,"Excludes from definition of ""low-rent housing project"" those receiving CARES and other funds.",Health and Safety,§ 37001,3,,3,8/1/22,Y,,,Since made irrelevant because of repeal of Article XXXIV by SCA 2 in 2022
SCA 2,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SCA2,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SCA2,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SCA2,Bill Text,Public Housing Voter Approval - Article XXXIV,Public Housing Voter Approval,"Repeals Article XXXIV from state constitution, which required approval from a majority of voters for development or acquisition of public housing",Constition,Article XXXIV,,,,,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,Public Works - § 1720-1861,Public Works ,Establishes strategic enforcement unit for labor requirements,Labor,§ 1785,26,,26,8/1/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Redevelopment Successor Agencies - § 34177 -34178.8,Redevelopment Successor Agencies  ,"When a redevelopment project has affordable units, requires priority for sale/rent be given to people who were displaced by the redevelopment",Health and Safety,§ 34178.8,13,,13,8/3/22,Y,,,
AB 306,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB306,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB306,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB306,Bill Text,School Sites - § 81003-81192,School Sites ,Exempts community college employee housing from some building standards,Education,§ 81050.5,2,,2,8/4/22,Y,,,
SB 765,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB765,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB765,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB765,Bill Text,Shelter Crisis - § 8698 - 8698.4,Shelter Crisis ,Specifies that the California Environmental Quality Act (CEQA) does not apply in some cities during shelter crisis,Government,§ 8698.4,1,"Title 2, Division 1, Chapter 7.8: Shelter Crisis -  § 8698 - 8698.4",1,,Y,,,
AB 2592,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2592,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2592,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2592,Bill Text,State Agencies - § 11000 - 11148.5,State Agencies ,Requires the Department of General Services (DGS) to plan to transition underutilized multistory state buildings into housing,Government,§ 11011.9,1,,1,,Y,,,
SB 561,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB561,Bill Text,State Agencies - § 11000 - 11148.5,State Agencies ,Requires the Department of General Services (DGS) to evaluate the suitability of state-owned parcels for affordable housing,Government,§ 11011.3,1,,1,,Y,,,
SB 591,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB591,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB591,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB591,Bill Text,State Agencies - § 11000 - 11148.5,State Agencies ,Allows intergenerational housing developments,Business and Professions,§ 11010.05,,,,,Y,,,
SB 6,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB6,Bill Text,State Agencies - § 11000 - 11148.5,State Agencies ,Requires the Department of Housing and Community Development (HCD) to provide Department of General Services (DGS) a list of land identified in local housing elements as suitable for residential development. Requires DGS to post a database.,Government,§ 11011.8,1,Title 2 Division 3: Executive Department - § 110000-11898,1,,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,"Establishes the Homeless Housing Assistance and Prevention Program (HHAPP), which awards grants to jurisdictions for homelessness care programs.",Health and Safety,§ 50216-21,10,,10,7/29/22,Y,,,
AB 1043,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1043,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1043,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1043,Bill Text,State Housing Policy - § 50000 - 50259,Tax Credits,"Sets ""affordable rent"" for ""acutely low income"" households at 30% of 15% of area median income (AMI)",Health and Safety,§ 50053,1,Division 31: Housing and Home Finance - § 50000 - 54913,1,,Y,,,
AB 1043,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1043,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1043,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1043,Bill Text,State Housing Policy - § 50000 - 50259,Tax Credits,"Adds ""acutely low income"" category to state law, defined as an income under 15% of area median income (AMI)",Health and Safety,§ 50063.5,2,,2,7/30/22,Y,,,
AB 2873,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2873,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2873,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2873,Bill Text,State Housing Policy - § 50000 - 50259,Tax Credits,Requires the California Tax Credit Allocation Committee to report information about the ownership of businesses receiving tax credit allocations,Health and Safety,§ 50199.15,2,,2,,Y,,,
AB 2873,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2873,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2873,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2873,Bill Text,State Housing Policy - § 50000 - 50259,Tax Credits,Requires housing sponsors that receive tax credits to report detailed information on efforts to increase the use of businesses owned by the selected groups,,§ 50199.23,3,,3,,Y,,,
